surname,nationality,split
Gallo,Italian,train
Tessaro,Italian,train
Gimondi,Italian,train
Rinaldi,Italian,train
Riva,Italian,train
Aita,Italian,train
Idoni,Italian,train
Poletti,Italian,train
Vaccaro,Italian,train
Tanzi,Italian,train
Acerbi,Italian,train
Romano,Italian,train
Borgogni,Italian,train
Rizzo,Italian,train
Amoretto,Italian,val
Accardi,Italian,val
Brambani,Italian,val
Colombo,Italian,val
Rossi,Italian,val
Uccello,Italian,val
Bulgari,Italian,val
Parodi,Italian,val
Costanzo,Italian,val
Carrara,Italian,val
Accorso,Italian,val
Sarto,Italian,val
Fattore,Italian,val
Serpico,Italian,val
Ré,Italian,val
Pagani,Italian,val
Africano,Italian,val
Nanni,Italian,val
Aucciello,Italian,val
Dinapoli,Italian,val
Adelardi,Italian,val
Sabbadin,Italian,val
Sinagra,Italian,val
Romagna,Italian,val
Leoni,Italian,val
Rovigatti,Italian,val
Salucci,Italian,val
D'onofrio,Italian,val
Altoviti,Italian,val
Ferrari,Italian,val
De,Italian,val
Sapienti,Italian,val
Nardo,Italian,val
Manco,Italian,val
Altimari,Italian,val
Sciacca,Italian,val
Tivoli,Italian,val
Siena,Italian,val
Capitani,Italian,val
Caiazzo,Italian,val
Marconi,Italian,val
Nazario,Italian,val
Lamon,Italian,val
Mosconi,Italian,val
Adessi,Italian,val
Bosco,Italian,val
Capello,Italian,val
luca,Italian,val
Alesini,Italian,val
Bonomo,Italian,val
Marchioni,Italian,val
Tosi,Italian,val
Marmo,Italian,val
Valenti,Italian,val
Naldi,Italian,val
Amalberti,Italian,val
Goretti,Italian,val
De,Italian,val
Morandi,Italian,val
Amadei,Italian,val
Bagni,Italian,val
Vitali,Italian,val
Arrighi,Italian,val
Cuoco,Italian,val
Aquino,Italian,val
Bartalotti,Italian,val
Palladino,Italian,val
Landolfi,Italian,val
Cuocco,Italian,val
Gaspari,Italian,val
Speziale,Italian,val
Toloni,Italian,val
Luzzatto,Italian,val
Aliprandi,Italian,val
Pontecorvo,Italian,val
Sultana,Italian,val
Milani,Italian,val
Baldi,Italian,val
Paternoster,Italian,val
Rotolo,Italian,val
Romagnoli,Italian,val
Baldini,Italian,val
Cracchiolo,Italian,val
Martinelli,Italian,val
Armati,Italian,val
Serafin,Italian,val
Nicastro,Italian,val
Marchetti,Italian,val
Cino,Italian,val
Accardo,Italian,val
Caruso,Italian,test
Alessi,Italian,test
Como,Italian,test
Cucinotta,Italian,test
Laguardia,Italian,test
Guidi,Italian,test
Bello,Italian,test
Rocca,Italian,test
Germano,Italian,test
Parrino,Italian,test
Masin,Italian,test
Acquarone,Italian,test
Ventimiglia,Italian,test
Abandonato,Italian,test
Abategiovanni,Italian,test
Abbatelli,Italian,test
Barbieri,Italian,test
Franco,Italian,test
Amato,Italian,test
Agostini,Italian,test
Abbascia,Italian,test
Toselli,Italian,test
Alesci,Italian,test
Basurto,Italian,test
Fava,Italian,test
Basile,Italian,test
Castro,Italian,test
angelis,Italian,test
Nervi,Italian,test
Rocco,Italian,test
Cantu,Italian,test
Tedesco,Italian,test
Baldovini,Italian,test
Favero,Italian,test
Nasato,Italian,test
Anselmetti,Italian,test
Turati,Italian,test
Nicolosi,Italian,test
Berti,Italian,test
Adami,Italian,test
Albero,Italian,test
Verona,Italian,test
Azzarà,Italian,test
Naggia,Italian,test
Sanna,Italian,test
Alesio,Italian,test
Costantini,Italian,test
Caivano,Italian,test
Farina,Italian,test
Monte,Italian,test
Belmonte,Italian,test
Biondo,Italian,test
De,Italian,test
Abatangelo,Italian,test
Di,Italian,test
Alduino,Italian,test
Coiro,Italian,test
Prosdocimi,Italian,test
Acquati,Italian,test
Tafani,Italian,test
Murgia,Italian,test
Traversi,Italian,test
Bertolini,Italian,test
Abatantuono,Italian,test
Nepi,Italian,test
Sansone,Italian,test
Pittaluga,Italian,test
Montanari,Italian,test
Caito,Italian,test
Tumicelli,Italian,test
Albano,Italian,test
Nizzola,Italian,test
Fortunato,Italian,test
Antonini,Italian,test
Accorsi,Italian,test
Ruggeri,Italian,test
Salvai,Italian,test
Scutese,Italian,test
Arbore,Italian,test
Lèmmi,Italian,test
Righi,Italian,test
laurentis,Italian,test
Serafini,Italian,test
Poggio,Italian,test
Cola,Italian,test
Conti,Italian,test
Notaro,Italian,test
Mariani,Italian,test
Bellandini,Italian,test
Fontana,Italian,test
Mitzusaka,Japanese,train
Itoh,Japanese,train
Ichiro,Japanese,train
Ariwara,Japanese,train
Royama,Japanese,train
Narita,Japanese,train
Takashi,Japanese,train
Kwakami,Japanese,train
Iida,Japanese,train
Tojo,Japanese,train
Tamura,Japanese,train
Kurmochi,Japanese,train
Choshi,Japanese,train
Kurata,Japanese,train
Fujishima,Japanese,train
Fukuyama,Japanese,train
Hino,Japanese,train
Hishida,Japanese,train
Haga,Japanese,train
Ueshima,Japanese,train
Tomika,Japanese,train
Obata,Japanese,train
Tsukade,Japanese,train
Ichisada,Japanese,train
Takemitsu,Japanese,train
Kudara,Japanese,train
Okanao,Japanese,train
Kawamata,Japanese,train
Haruguchi,Japanese,train
Sakai,Japanese,train
Horiuchi,Japanese,train
Miyagi,Japanese,train
Shiskikura,Japanese,train
Kobayashi,Japanese,train
Hiranuma,Japanese,train
Yasujiro,Japanese,train
Konoe,Japanese,train
Soseki,Japanese,train
Nishikawa,Japanese,train
Isobe,Japanese,train
Omori,Japanese,train
Yamakawa,Japanese,train
Segawa,Japanese,train
Ooka,Japanese,train
Kasaya,Japanese,train
Sasaki,Japanese,train
Kuga,Japanese,train
Koyanagi,Japanese,train
Hayata,Japanese,train
Dazai,Japanese,train
Tankoshitsu,Japanese,train
Takabe,Japanese,train
Shiraishi,Japanese,train
Kondo,Japanese,train
Sakakibara,Japanese,train
Yanagita,Japanese,train
Aihara,Japanese,train
Kamioka,Japanese,train
Inokuma,Japanese,train
Matsuoka,Japanese,train
Sano,Japanese,train
Ugaki,Japanese,train
Shinozaki,Japanese,train
Kakutama,Japanese,train
Hayami,Japanese,train
Nawabe,Japanese,train
Okabe,Japanese,train
Ijiri,Japanese,train
Fukuda,Japanese,train
Okamura,Japanese,train
Teshima,Japanese,train
Kasuse,Japanese,train
Yamagata,Japanese,train
Tanuma,Japanese,train
Tsuji,Japanese,train
Ohishi,Japanese,train
Niijima,Japanese,train
Sugihara,Japanese,train
Katayanagi,Japanese,train
Murkami,Japanese,train
Nakata,Japanese,train
Moriguchi,Japanese,train
Okazawaya,Japanese,train
Okanaya,Japanese,train
Tsukawaki,Japanese,train
Komura,Japanese,train
Hojo,Japanese,train
Nosaka,Japanese,train
Nagumo,Japanese,train
Saga,Japanese,train
Kurkawa,Japanese,train
Kajiwara,Japanese,train
Itami,Japanese,train
Tanaka,Japanese,train
Imagawa,Japanese,train
Yoshinobu,Japanese,train
Nagano,Japanese,train
Ibuka,Japanese,train
Fuse,Japanese,train
Minatoya,Japanese,train
Kijimuta,Japanese,train
Aoki,Japanese,train
Etsuko,Japanese,train
Kihara,Japanese,train
Matoke,Japanese,train
Iijima,Japanese,train
Hotta,Japanese,train
Hirase,Japanese,train
Asahi,Japanese,train
Takagaki,Japanese,train
Ochiai,Japanese,train
Chino,Japanese,train
Soma,Japanese,train
Sen,Japanese,train
Shimazaki,Japanese,train
Toyota,Japanese,train
Kasamatsu,Japanese,train
Kaza,Japanese,train
Yunokawa,Japanese,train
Shibukji,Japanese,train
Tsubouchi,Japanese,train
Hyata,Japanese,train
Numata,Japanese,train
Tsukada,Japanese,train
Serizawa,Japanese,train
Kogara,Japanese,train
Sakiyurai,Japanese,train
Gensai,Japanese,train
Okano,Japanese,train
Shimura,Japanese,train
Shichirobei,Japanese,train
Kajiyama,Japanese,train
Uchida,Japanese,train
Shimedzu,Japanese,train
Yamamura,Japanese,train
Igarashi,Japanese,train
Saionji,Japanese,train
Katsura,Japanese,train
Terauchi,Japanese,train
Taniguchi,Japanese,train
Hosokawa,Japanese,train
Tsujimura,Japanese,train
Yamakazi,Japanese,train
Kakinomoto,Japanese,train
Matokai,Japanese,train
Fukunaka,Japanese,train
Sohda,Japanese,train
Miyake,Japanese,train
Mashita,Japanese,train
Amaya,Japanese,train
Bando,Japanese,train
Kita,Japanese,train
Funakoshi,Japanese,train
Yoshizawa,Japanese,train
Moto,Japanese,train
Tsukahara,Japanese,train
Maeda,Japanese,train
Nishimuraya,Japanese,train
Akera,Japanese,train
Katsu,Japanese,train
Toshishai,Japanese,train
Shigeki,Japanese,train
Yamanaka,Japanese,train
Takasugi,Japanese,train
Ozawa,Japanese,train
Shidehara,Japanese,train
Yamahata,Japanese,train
Maruya,Japanese,train
Irie,Japanese,train
Ishimura,Japanese,train
Masoni,Japanese,train
Nakajima,Japanese,train
Taku,Japanese,train
Satoh,Japanese,train
Sugisata,Japanese,train
Deushi,Japanese,train
Mushashibo,Japanese,train
Isayama,Japanese,train
Kijmuta,Japanese,train
Hamacho,Japanese,train
Nishiwaki,Japanese,train
Takara,Japanese,train
Tsutaya,Japanese,train
Wakatsuki,Japanese,train
Kurogane,Japanese,train
Sakuraba,Japanese,train
Shimada,Japanese,train
Mitsui,Japanese,train
Marugo,Japanese,train
Sato,Japanese,train
Ishihara,Japanese,train
Ichiyusai,Japanese,train
Yuhara,Japanese,train
Yasuda,Japanese,train
Kikkawa,Japanese,train
Kokan,Japanese,train
Imoo,Japanese,train
Namiki,Japanese,train
Maita,Japanese,train
Miyahara,Japanese,train
Kamon,Japanese,train
Shimaoka,Japanese,train
Matsumura,Japanese,train
Tokudome,Japanese,train
Kuroki,Japanese,train
Kinashita,Japanese,train
Kate,Japanese,train
Kishi,Japanese,train
Motoori,Japanese,train
Shirane,Japanese,train
Hiroyuki,Japanese,train
Arakawa,Japanese,train
Ijichi,Japanese,train
Masudu,Japanese,train
Arakida,Japanese,train
Ino,Japanese,train
Sone,Japanese,train
Kikutake,Japanese,train
Iitaka,Japanese,train
Komatsu,Japanese,train
Ichikawa,Japanese,train
Maruyama,Japanese,train
Enomoto,Japanese,train
Nozaki,Japanese,train
Abukara,Japanese,train
Chiba,Japanese,train
Iesada,Japanese,train
Kobi,Japanese,train
Minobe,Japanese,train
Takashita,Japanese,train
Takagawa,Japanese,train
Nishimoto,Japanese,train
Terakado,Japanese,train
Kira,Japanese,train
Morishita,Japanese,train
Inaba,Japanese,train
Horigoshi,Japanese,train
Tsukatani,Japanese,train
Yamana,Japanese,train
Nakasawa,Japanese,train
Ishimaru,Japanese,train
Asanuma,Japanese,train
Taira,Japanese,train
Egami,Japanese,train
Koshin,Japanese,train
Hirata,Japanese,train
Aida,Japanese,train
Kaminaga,Japanese,train
Osaragi,Japanese,train
Hotate,Japanese,train
Fukuzawa,Japanese,train
Nogushi,Japanese,train
Hasekura,Japanese,train
Goto,Japanese,train
Oyama,Japanese,train
Minami,Japanese,train
Horigome,Japanese,train
Suzambo,Japanese,train
Fujiwara,Japanese,train
Okuda,Japanese,train
Watanabe,Japanese,train
Hama,Japanese,train
Shirasu,Japanese,train
Nakao,Japanese,train
Odaka,Japanese,train
Kon,Japanese,train
Hiyama,Japanese,train
Makino,Japanese,train
Ippitsusai,Japanese,train
Kamisaka,Japanese,train
Higoshi,Japanese,train
Yamaha,Japanese,train
Anzai,Japanese,train
Muraguchi,Japanese,train
Ikoma,Japanese,train
Saji,Japanese,train
Temko,Japanese,train
Nonomura,Japanese,train
Endo,Japanese,train
Sarumara,Japanese,train
Mitsubishi,Japanese,train
Saromi,Japanese,train
Suenami,Japanese,train
Akita,Japanese,train
Nakano,Japanese,train
Hida,Japanese,train
Kikuchi,Japanese,train
Shimuzu,Japanese,train
Hamaguchi,Japanese,train
Oshima,Japanese,train
Takaoka,Japanese,train
Oinuma,Japanese,train
Sakamoto,Japanese,train
Takagi,Japanese,train
Nomura,Japanese,train
Usami,Japanese,train
Kahaya,Japanese,train
Komine,Japanese,train
Fuwa,Japanese,train
Kataoka,Japanese,train
Tani,Japanese,train
Kotoku,Japanese,train
Koguchi,Japanese,train
Okamoto,Japanese,train
Sakoda,Japanese,train
Onishi,Japanese,train
Mazuka,Japanese,train
Shiba,Japanese,train
Akamatsu,Japanese,train
Ashikaga,Japanese,train
Shimohira,Japanese,train
Hachirobei,Japanese,train
Otsuka,Japanese,train
Tsumemasa,Japanese,train
Ienari,Japanese,train
Hyobanshi,Japanese,train
Kamata,Japanese,train
Mitsuya,Japanese,train
Kikui,Japanese,train
Hatayama,Japanese,train
Kodama,Japanese,train
Kimura,Japanese,train
Takaki,Japanese,train
Yoemon,Japanese,train
Yoshihara,Japanese,train
Sonoda,Japanese,train
Tenshin,Japanese,train
Toshusai,Japanese,train
Senmatsu,Japanese,train
Katayama,Japanese,train
Okuma,Japanese,train
Fukushima,Japanese,train
Nakanoi,Japanese,train
Amori,Japanese,train
Shibanuma,Japanese,train
Shiratori,Japanese,train
Tommii,Japanese,train
Shima,Japanese,train
Sotomura,Japanese,train
Nataga,Japanese,train
Yasutake,Japanese,train
Kajahara,Japanese,train
Tsukioka,Japanese,train
Iseki,Japanese,train
Sakurai,Japanese,train
Baisotei,Japanese,train
Hamada,Japanese,train
Matsushita,Japanese,train
Kashiwagi,Japanese,train
Mihashi,Japanese,train
Umehara,Japanese,train
Kurofuji,Japanese,train
Yoshitomi,Japanese,train
Miyamae,Japanese,train
Tsuda,Japanese,train
Ina,Japanese,train
Kentaro,Japanese,train
Ichimonji,Japanese,train
Ki,Japanese,train
Inouye,Japanese,train
Kuwabara,Japanese,train
Yokokawa,Japanese,train
Nakahara,Japanese,train
Koiso,Japanese,train
Chikamatsu,Japanese,train
Watoga,Japanese,train
Tsuchie,Japanese,train
Uemura,Japanese,train
Toyoshima,Japanese,train
Ii,Japanese,train
Tawaraya,Japanese,train
Tochikura,Japanese,train
Sugitani,Japanese,train
Tamazaki,Japanese,train
Hira,Japanese,train
Matsura,Japanese,train
Makioka,Japanese,train
Sakagami,Japanese,train
Kojima,Japanese,train
Akutagawa,Japanese,train
Enoki,Japanese,train
Takudo,Japanese,train
Kamo,Japanese,train
Ohmae,Japanese,train
Taka,Japanese,train
Shibata,Japanese,train
Watabe,Japanese,train
Ochida,Japanese,train
Onoda,Japanese,train
Sugimura,Japanese,train
Ono,Japanese,train
Konishi,Japanese,train
Ayabito,Japanese,train
Takeda,Japanese,train
Shoda,Japanese,train
Mizutani,Japanese,train
Iwasa,Japanese,train
Ohira,Japanese,train
Hosokaya,Japanese,train
Tagawa,Japanese,train
Mitsuharu,Japanese,train
Fumihiko,Japanese,train
Murata,Japanese,train
Otani,Japanese,train
Yasukawa,Japanese,train
Terada,Japanese,train
Hasimoto,Japanese,train
Takewaki,Japanese,train
Kawatake,Japanese,train
Mutsu,Japanese,train
Ayugai,Japanese,train
Yanagi,Japanese,train
Takenouchi,Japanese,train
Joshuya,Japanese,train
Hoshino,Japanese,train
Hitomi,Japanese,train
Okimoto,Japanese,train
Asari,Japanese,train
Sugawara,Japanese,train
Noro,Japanese,train
Shiroyama,Japanese,train
Tsucgimoto,Japanese,train
Kan,Japanese,train
Iwakura,Japanese,train
Kotara,Japanese,train
Uoya,Japanese,train
Otomo,Japanese,train
Takarabe,Japanese,train
Muruyama,Japanese,train
Miyazawa,Japanese,train
Asuhara,Japanese,train
Endoso,Japanese,train
Yamakage,Japanese,train
Imaizumi,Japanese,train
Ogura,Japanese,train
Kitamura,Japanese,train
Nagai,Japanese,train
Asano,Japanese,train
Shiga,Japanese,train
Honami,Japanese,train
Fukao,Japanese,train
Kudo,Japanese,train
Uchiyama,Japanese,train
Shirokawa,Japanese,train
Saeki,Japanese,train
Nishimura,Japanese,train
Kanada,Japanese,train
Kimio,Japanese,train
Shigi,Japanese,train
Hasegawa,Japanese,train
Komatsuzaki,Japanese,train
Kitagawa,Japanese,train
Yamhata,Japanese,train
Hayashida,Japanese,train
Saiki,Japanese,train
Fujimoto,Japanese,train
Kuno,Japanese,train
Hohki,Japanese,train
Sugase,Japanese,train
Minabuchi,Japanese,train
Kano,Japanese,train
Sekine,Japanese,train
Yamada,Japanese,train
Higuchi,Japanese,train
Kitoaji,Japanese,train
Kenkyusha,Japanese,train
Mazaki,Japanese,train
Tabuchi,Japanese,train
Matsumara,Japanese,train
Ibi,Japanese,train
Nishi,Japanese,train
Kusatsu,Japanese,train
Horri,Japanese,train
Karamorita,Japanese,train
Ikina,Japanese,train
Kada,Japanese,train
Munakata,Japanese,train
Kawamura,Japanese,train
Idane,Japanese,train
Takeshita,Japanese,train
Saigo,Japanese,train
Yosano,Japanese,train
Nakamura,Japanese,train
Murase,Japanese,train
Noguchi,Japanese,train
Uetake,Japanese,train
Higashikuni,Japanese,train
Hirayama,Japanese,train
Fukumitsu,Japanese,train
Toyama,Japanese,train
Okubo,Japanese,train
Kawasawa,Japanese,train
Oishi,Japanese,train
Oshin,Japanese,train
Saitoh,Japanese,train
Kinoshita,Japanese,train
Masanobu,Japanese,train
Ryusaki,Japanese,train
Matano,Japanese,train
Morimoto,Japanese,train
Futabatei,Japanese,train
Kawate,Japanese,train
Obinata,Japanese,train
Nakane,Japanese,train
Hishikawa,Japanese,train
Hirota,Japanese,train
Narahashi,Japanese,train
Ogata,Japanese,train
Nakasato,Japanese,train
Kuroda,Japanese,train
Yoshifumi,Japanese,train
Nakatoni,Japanese,train
Ohka,Japanese,train
Satake,Japanese,train
Nishio,Japanese,train
Hike,Japanese,train
Hanabusa,Japanese,train
Kamio,Japanese,train
Munkata,Japanese,train
Hiratasuka,Japanese,train
Yoshizaki,Japanese,train
Tarumi,Japanese,train
Tsunoda,Japanese,train
Marusa,Japanese,train
Ishibashi,Japanese,train
Takasu,Japanese,train
Kitano,Japanese,train
Naito,Japanese,train
Arihyoshi,Japanese,train
Kitao,Japanese,train
Onoe,Japanese,train
Akimoto,Japanese,train
Yuasa,Japanese,train
Fuschida,Japanese,train
Kanegawa,Japanese,train
Masaoka,Japanese,train
Mizuno,Japanese,train
Sasakawa,Japanese,train
Kusunoki,Japanese,train
Ishikawa,Japanese,train
Kuramoto,Japanese,train
Soho,Japanese,train
Kasahara,Japanese,val
Yasuhiro,Japanese,val
Ando,Japanese,val
Inihara,Japanese,val
Kubota,Japanese,val
Ebisawa,Japanese,val
Tanizaki,Japanese,val
Yokoyama,Japanese,val
Sumitimo,Japanese,val
Tomori,Japanese,val
Furusawa,Japanese,val
Hiraga,Japanese,val
Umari,Japanese,val
Sawamatsu,Japanese,val
Shimazu,Japanese,val
Tsutomu,Japanese,val
Bunya,Japanese,val
Sakubara,Japanese,val
Tokuoka,Japanese,val
Nagase,Japanese,val
Morinaga,Japanese,val
Fukuoka,Japanese,val
Akiyama,Japanese,val
Matsumoto,Japanese,val
Makiguchi,Japanese,val
Eto,Japanese,val
Yamanouchi,Japanese,val
Onohara,Japanese,val
Umeki,Japanese,val
Iwahara,Japanese,val
Mimasuya,Japanese,val
Jumonji,Japanese,val
Kumasaka,Japanese,val
Hiraoka,Japanese,val
Kawasie,Japanese,val
Otake,Japanese,val
Ashida,Japanese,val
Doi,Japanese,val
Kasai,Japanese,val
Ito,Japanese,val
Masuzoe,Japanese,val
Matsuda,Japanese,val
Koizumi,Japanese,val
Imai,Japanese,val
Mishima,Japanese,val
Ekiguchi,Japanese,val
Muro,Japanese,val
Momotani,Japanese,val
Kurosawa,Japanese,val
Fugunaga,Japanese,val
Nagasawa,Japanese,val
Miyamoto,Japanese,val
Miyoshi,Japanese,val
Anami,Japanese,val
Mizumaki,Japanese,val
Shiomiya,Japanese,val
Yoshikawa,Japanese,val
Wakai,Japanese,val
Kusuhara,Japanese,val
Yamashita,Japanese,val
Shimizu,Japanese,val
Asai,Japanese,val
Sammiya,Japanese,val
Shimon,Japanese,val
